date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
5/15/2020,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,27.09,0.5361
5/15/2020,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,48.15,0.9528
5/15/2020,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,28,0.5541
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Potatoes (Irish),KG,actual,Retail,PHP,64.65,1.2793
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,47.32,0.9364
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,38.35,0.7589
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,43.52,0.8612
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,30.11,0.5958
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Semolina (yellow),KG,actual,Retail,PHP,26.75,0.5293
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Sweet potatoes,KG,actual,Retail,PHP,25,0.4947
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Taro,KG,actual,Retail,PHP,39.5,0.7816
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,150,2.9682
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,368.67,7.2953
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,5.93,0.1173
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Eggs (duck),Unit,actual,Retail,PHP,10,0.1979
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,173.29,3.4291
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Fish (mackerel, fresh)",KG,actual,Retail,PHP,162.23,3.2103
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,168.85,3.3412
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,294.44,5.8265
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,147.58,2.9204
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (slipmouth),KG,actual,Retail,PHP,255,5.046
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,291.72,5.7726
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,149.77,2.9637
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,294.92,5.836
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,191.73,3.794
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,139.85,2.7674
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,208.92,4.1342
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,169,3.3442
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,159.35,3.1533
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,260,5.1449
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,395.64,7.829
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,91.12,1.8031
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,PHP,92.91,1.8385
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,61.19,1.2108
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,37.81,0.7482
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,32.19,0.637
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,62.19,1.2306
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,70.65,1.398
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,86.23,1.7063
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,49.12,0.972
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,61.58,1.2186
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,76.38,1.5114
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,45.63,0.9029
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Carrots,KG,actual,Retail,PHP,58.99,1.1673
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Choko,KG,actual,Retail,PHP,32.35,0.6402
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Coconut,KG,actual,Retail,PHP,22.8,0.4512
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,65,1.2862
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Ginger,KG,actual,Retail,PHP,162.73,3.2201
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,73.73,1.459
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,113.77,2.2513
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Onions (white),KG,actual,Retail,PHP,81.23,1.6074
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Papaya,KG,actual,Retail,PHP,31.96,0.6324
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,33.96,0.672
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Squashes,KG,actual,Retail,PHP,22.35,0.4423
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,60,1.1873
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,49.5,0.9795
5/15/2020,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,24.46,0.484
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Potatoes (Irish),KG,actual,Retail,PHP,54.44,1.0825
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,44.92,0.8932
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,39.54,0.7862
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Rice (special),KG,actual,Retail,PHP,49.71,0.9884
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,42.32,0.8415
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,27.82,0.5532
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Semolina (yellow),KG,actual,Retail,PHP,22.16,0.4406
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Sweet potatoes,KG,actual,Retail,PHP,31.19,0.6202
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Taro,KG,actual,Retail,PHP,40.38,0.8029
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,160,3.1815
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,341.67,6.7939
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.14,0.1221
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,150.7,2.9966
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs","Fish (mackerel, fresh)",KG,actual,Retail,PHP,165.91,3.299
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,158.85,3.1586
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (redbelly yellowtail fusilier),KG,actual,Retail,PHP,230,4.5734
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,134.89,2.6822
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (slipmouth),KG,actual,Retail,PHP,160,3.1815
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (threadfin bream),KG,actual,Retail,PHP,200,3.9769
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,159.57,3.1729
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,292.38,5.8138
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,218.48,4.3443
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,146.05,2.9041
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,196.19,3.9011
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,176.19,3.5034
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,196.19,3.9011
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,320,6.363
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,451.82,8.9841
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,98.97,1.9679
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,PHP,104.29,2.0737
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,56.43,1.1221
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,29.73,0.5912
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,25,0.4971
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,37.9,0.7536
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,40.24,0.8001
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,55.87,1.1109
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,33,0.6562
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,40.9,0.8133
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,45.43,0.9033
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,42.85,0.852
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Carrots,KG,actual,Retail,PHP,42.76,0.8503
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Choko,KG,actual,Retail,PHP,23.14,0.4601
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Coconut,KG,actual,Retail,PHP,22,0.4375
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,33.14,0.659
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Ginger,KG,actual,Retail,PHP,172.15,3.4231
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Mandarins,KG,actual,Retail,PHP,70,1.3919
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,80,1.5907
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,108.46,2.1566
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Onions (white),KG,actual,Retail,PHP,104.17,2.0713
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Papaya,KG,actual,Retail,PHP,30,0.5965
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,27.59,0.5486
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Squashes,KG,actual,Retail,PHP,17.45,0.347
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,29.86,0.5937
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,44.29,0.8807
6/15/2020,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,29.86,0.5937
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Potatoes (Irish),KG,actual,Retail,PHP,90,1.7896
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,48.8,0.9704
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,45.36,0.902
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,46.8,0.9306
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,30,0.5965
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Sweet potatoes,KG,actual,Retail,PHP,40,0.7954
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Taro,KG,actual,Retail,PHP,54.81,1.0899
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,120,2.3861
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.9,0.1372
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,157.33,3.1284
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,170,3.3803
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,160,3.1815
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,273.33,5.435
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,200,3.9769
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,152.22,3.0268
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,240,4.7722
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,187.95,3.7372
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,189.32,3.7645
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,98,1.9487
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,70,1.3919
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,30,0.5965
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,30,0.5965
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,76.22,1.5156
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,60,1.1931
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,79.78,1.5864
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,44.07,0.8763
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,70,1.3919
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,62.26,1.238
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,65.16,1.2957
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Carrots,KG,actual,Retail,PHP,70,1.3919
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Choko,KG,actual,Retail,PHP,39.56,0.7866
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Coconut,KG,actual,Retail,PHP,14,0.2784
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,60,1.1931
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Ginger,KG,actual,Retail,PHP,151.94,3.0212
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,113.41,2.2551
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,140,2.7838
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Papaya,KG,actual,Retail,PHP,36.35,0.7228
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,40,0.7954
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Squashes,KG,actual,Retail,PHP,38.22,0.76
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Sweet Potato leaves,KG,actual,Retail,PHP,60,1.1931
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,60,1.1931
6/15/2020,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,50,0.9942
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Potatoes (Irish),KG,actual,Retail,PHP,66.23,1.3169
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Rice (premium),KG,actual,Retail,PHP,45.06,0.896
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,39.46,0.7846
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,42.58,0.8467
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,27.26,0.542
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Sweet potatoes,KG,actual,Retail,PHP,24.77,0.4925
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Taro,KG,actual,Retail,PHP,70.23,1.3965
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.25,0.1243
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (frigate tuna),KG,actual,Retail,PHP,220.62,4.3869
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Fish (mackerel, fresh)",KG,actual,Retail,PHP,175.77,3.4951
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,160,3.1815
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,150,2.9826
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,154,3.0622
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,296.92,5.904
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,180,3.5792
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,155,3.0821
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,196.92,3.9156
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (pork, hock)",KG,actual,Retail,PHP,180,3.5792
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,106.46,2.1169
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Shrimp (endeavor),KG,actual,Retail,PHP,312.62,6.2162
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,411.38,8.18
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,90,1.7896
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,PHP,90,1.7896
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,64.46,1.2817
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,33.31,0.6623
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,24.77,0.4925
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,49.77,0.9896
6/15/2020,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,32.08,0.6379
